condition,id,baseline_car1,update_car1
Sign Bottom,8306,50593,56535
Sign Bottom,8307,131020,136710
Sign Top,8308,9286,51322
Sign Top,8309,87565,137364
Sign Top,8310,67764,79266
Sign Top,8311,38500,80568
Sign Top,8312,177739,186851
Sign Bottom,8313,108024,119166
Sign Bottom,8314,14376,33771
Sign Bottom,8315,14437,22348
Sign Top,8316,50,3006
Sign Top,8317,72000,106409
Sign Bottom,8318,67895,115349
Sign Top,8319,37801,70905
Sign Bottom,8320,158407,183637
Sign Bottom,8321,10684,13112
Sign Bottom,8322,51532,77408
Sign Bottom,8323,43781,60337
Sign Top,8324,5309,42644
Sign Top,8325,124954,174263
Sign Bottom,8326,102121,124640
Sign Top,8327,148000,156198
Sign Bottom,8328,29680,62166
Sign Top,8329,144467,166654
Sign Bottom,8330,78856,82121
Sign Bottom,8331,20402,47627
Sign Bottom,8332,111430,147369
Sign Top,8333,165555,197725
Sign Bottom,8334,87500,115317
Sign Top,8335,412,2828
Sign Bottom,8336,34408,37085
Sign Top,8337,42336,68368
Sign Top,8338,22169,31459
Sign Top,8339,8000,30649
Sign Bottom,8340,8305,43170
Sign Bottom,8341,47482,91555
Sign Bottom,8342,48993,87965
Sign Bottom,8343,43920,82722
Sign Bottom,8344,143757,179045
Sign Bottom,8345,19930,40401
Sign Bottom,8346,10035,25337
Sign Bottom,8347,97196,108910
Sign Bottom,8348,36900,50418
Sign Top,8349,25913,28959
Sign Bottom,8350,38590,49021
Sign Bottom,8351,19487,60561
Sign Top,8352,41906,79519
Sign Bottom,8353,119787,160703
Sign Top,8354,789,34880
Sign Top,8355,46762,54363
Sign Top,8356,42000,62448
Sign Bottom,8357,146011,167839
Sign Bottom,8358,102788,128783
Sign Top,8359,97,31395
Sign Top,8360,28563,66199
Sign Bottom,8361,64712,76229
Sign Bottom,8362,58919,70010
Sign Bottom,8363,30596,38447
Sign Bottom,8364,97646,101140
Sign Top,8365,69524,90655
Sign Top,8366,10001,29213
Sign Bottom,8367,68066,97355
Sign Top,8368,23,9800
Sign Top,8369,87500,130054
Sign Top,8370,9261,24317
Sign Bottom,8371,5782,16127
Sign Bottom,8372,98612,102107
Sign Bottom,8373,28456,54572
Sign Top,8374,64318,113277
Sign Top,8375,26500,62143
Sign Top,8376,63435,74688
Sign Bottom,8377,138869,145003
Sign Top,8378,83783,97670
Sign Bottom,8379,65884,81236
Sign Top,8380,102000,131853
Sign Top,8381,59874,69176
Sign Top,8382,43466,54970
Sign Top,8383,62249,77164
Sign Top,8384,195402,221194
Sign Top,8385,91178,131983
Sign Top,8386,58069,86205
Sign Bottom,8387,96721,113765
Sign Top,8388,41662,85666
Sign Top,8389,180000,225551
Sign Bottom,8390,49047,68545
Sign Bottom,8391,101786,115001
Sign Top,8392,71634,117291
Sign Top,8393,55160,98286
Sign Top,8394,135675,142762
Sign Top,8395,70000,85474
Sign Bottom,8396,24252,33301
Sign Bottom,8397,51080,99212
Sign Top,8398,64329,68505
Sign Top,8399,25837,70922
Sign Top,8400,91481,110024
Sign Bottom,8401,26923,62988
Sign Bottom,8402,13053,17350
Sign Top,8403,58916,102855
Sign Bottom,8404,38056,69815
Sign Bottom,8405,148000,178687
Sign Bottom,8406,49217,93798
Sign Top,8407,79807,109175
Sign Bottom,8408,9400,58328
Sign Bottom,8409,182292,187985
Sign Bottom,8410,195945,230573
Sign Top,8411,100522,147737
Sign Top,8412,60715,96517
Sign Top,8413,20471,22190
Sign Bottom,8414,73751,91714
Sign Top,8415,34981,40170
Sign Bottom,8416,25291,41190
Sign Bottom,8417,46608,70433
Sign Bottom,8418,28951,33622
Sign Bottom,8419,36863,52802
Sign Top,8420,20002,65933
Sign Bottom,8421,87275,105532
Sign Top,8422,149534,197308
Sign Top,8423,859,17155
Sign Bottom,8424,77679,86610
Sign Bottom,8425,84899,87979
Sign Bottom,8426,142600,170347
Sign Top,8427,10500,34738
Sign Top,8428,46722,62968
Sign Top,8429,92000,126627
Sign Top,8430,103,22672
Sign Bottom,8431,165306,170316
Sign Top,8432,16004,16556
Sign Top,8433,523,43471
Sign Top,8434,38052,43297
Sign Bottom,8435,78723,101526
Sign Bottom,8436,57175,103001
Sign Bottom,8437,16751,48299
Sign Top,8438,114929,129617
Sign Bottom,8439,77776,79894
Sign Bottom,8440,73513,92152
Sign Bottom,8441,44284,76399
Sign Bottom,8442,114634,146703
Sign Top,8443,115497,134478
Sign Bottom,8444,115528,157844
Sign Top,8445,15120,17854
Sign Top,8446,12111,17389
Sign Top,8447,43600,72003
Sign Bottom,8448,27968,65717
Sign Top,8449,98258,98285
Sign Bottom,8450,35401,37887
Sign Top,8451,55875,70483
Sign Top,8452,594,36298
Sign Top,8453,523,35112
Sign Top,8454,61390,66413
Sign Bottom,8455,77314,124834
Sign Top,8456,24486,46113
Sign Bottom,8457,62794,102437
Sign Bottom,8458,49838,67539
Sign Bottom,8459,41859,49189
Sign Top,8460,869,40200
Sign Bottom,8461,47094,89397
Sign Bottom,8462,54192,103238
Sign Top,8463,70995,112417
Sign Bottom,8464,21561,51823
Sign Top,8465,0,15024
Sign Bottom,8466,53703,86036
Sign Bottom,8467,109933,142180
Sign Top,8468,57094,103517
Sign Bottom,8469,70550,111771
Sign Bottom,8470,1346,20841
Sign Top,8471,96516,102149
Sign Bottom,8472,79243,79871
Sign Bottom,8473,60712,69767
Sign Top,8474,178336,193648
Sign Bottom,8475,67027,86966
Sign Bottom,8476,95569,141445
Sign Bottom,8477,26064,58822
Sign Bottom,8478,102087,122359
Sign Top,8479,210000,245323
Sign Top,8480,83145,128139
Sign Bottom,8481,90631,115892
Sign Top,8482,870,17791
Sign Bottom,8483,134828,156888
Sign Bottom,8484,25450,73273
Sign Top,8485,65923,88488
Sign Top,8486,13182,26855
Sign Top,8487,50421,64870
Sign Bottom,8488,38925,48232
Sign Top,8489,6956,46443
Sign Bottom,8490,36140,61536
Sign Bottom,8491,21732,69442
Sign Top,8492,96,15447
Sign Top,8493,60888,80465
Sign Bottom,8494,16710,45802
Sign Top,8495,160000,180702
Sign Top,8496,50181,57436
Sign Top,8497,17954,62283
Sign Bottom,8498,82916,110752
Sign Top,8499,3765,22612
Sign Bottom,8500,100539,146270
Sign Bottom,8501,53926,78752
Sign Top,8502,44,20579
Sign Top,8503,59126,86921
Sign Top,8504,65554,83850
Sign Bottom,8505,29730,72000
Sign Top,8506,55363,66351
Sign Top,8507,19143,44803
Sign Top,8508,32000,34225
Sign Top,8509,26000,35462
Sign Top,8510,32008,57095
Sign Bottom,8511,34144,65219
Sign Top,8512,48810,96344
Sign Bottom,8513,39404,87880
Sign Bottom,8514,147287,164337
Sign Top,8515,195032,225908
Sign Top,8516,5917,10361
Sign Top,8517,54000,67951
Sign Top,8518,74854,84327
Sign Top,8519,0,46041
Sign Bottom,8520,173112,190074
Sign Top,8521,100561,142758
Sign Top,8522,13361,27764
Sign Bottom,8523,160784,195495
Sign Bottom,8524,80164,90976
Sign Top,8525,48864,56464
Sign Bottom,8526,22311,36200
Sign Top,8527,53373,73215
Sign Top,8528,123400,143090
Sign Top,8529,30439,68916
Sign Top,8530,71800,76888
Sign Bottom,8531,50003,56783
Sign Bottom,8532,1214,29774
Sign Top,8533,70334,94058
Sign Top,8534,25670,54525
Sign Top,8535,43000,76770
Sign Top,8536,56894,92149
Sign Bottom,8537,31024,50328
Sign Bottom,8538,78699,105888
Sign Top,8539,167000,211742
Sign Bottom,8540,14229,55314
Sign Bottom,8541,126840,147658
Sign Top,8542,137427,173600
Sign Top,8543,189283,220930
Sign Top,8544,72000,99649
Sign Top,8545,20400,37185
Sign Top,8546,56334,67922
Sign Bottom,8547,161099,167122
Sign Top,8548,7625,53617
Sign Bottom,8549,126788,135974
Sign Bottom,8550,2908,47370
Sign Top,8551,195667,196388
Sign Bottom,8552,59745,97355
Sign Top,8553,1487,12767
Sign Top,8554,35759,53002
Sign Top,8555,53400,89299
Sign Bottom,8556,100788,139369
Sign Bottom,8557,57099,57621
Sign Bottom,8558,16746,56926
Sign Bottom,8559,85851,116551
Sign Bottom,8560,87541,105644
Sign Bottom,8561,43423,46417
Sign Top,8562,151214,167835
Sign Top,8563,14944,31776
Sign Top,8564,88285,102340
Sign Bottom,8565,35805,74263
Sign Top,8566,8245,51571
Sign Top,8567,133,10567
Sign Bottom,8568,103903,115891
Sign Top,8569,31047,50098
Sign Bottom,8570,51347,75377
Sign Top,8571,30306,35081
Sign Top,8572,42718,48400
Sign Top,8573,42382,66944
Sign Bottom,8574,40920,48768
Sign Top,8575,56896,93940
Sign Top,8576,18525,32995
Sign Bottom,8577,44547,65841
Sign Bottom,8578,150988,182184
Sign Top,8579,98000,114397
Sign Bottom,8580,48586,91543
Sign Bottom,8581,36569,41971
Sign Bottom,8582,23557,27151
Sign Bottom,8583,147930,163261
Sign Bottom,8584,31890,36568
Sign Bottom,8585,52966,61933
Sign Bottom,8586,18926,25748
Sign Top,8587,76788,92089
Sign Top,8588,211892,259284
Sign Top,8589,49289,80735
Sign Top,8590,69601,85257
Sign Bottom,8591,14066,52298
Sign Bottom,8592,62322,105687
Sign Bottom,8593,53118,95102
Sign Bottom,8594,54552,70237
Sign Bottom,8595,83501,85071
Sign Top,8596,38209,43350
Sign Bottom,8597,29467,56982
Sign Top,8598,39666,78349
Sign Top,8599,50850,89802
Sign Bottom,8600,73956,79813
Sign Top,8601,120430,134075
Sign Bottom,8602,99788,112762
Sign Top,8603,59382,82359
Sign Top,8604,1,25283
Sign Top,8605,60949,104733
Sign Bottom,8606,12600,16161
Sign Top,8607,71297,79149
Sign Top,8608,247,14431
Sign Bottom,8609,127019,150465
Sign Top,8610,34520,48711
Sign Top,8611,41915,89053
Sign Top,8612,85517,131899
Sign Bottom,8613,7516,14581
Sign Bottom,8614,97648,103222
Sign Top,8615,0,21513
Sign Top,8616,43537,91133
Sign Top,8617,6930,49240
Sign Top,8618,708,8754
Sign Top,8619,51000,58482
Sign Bottom,8620,49210,92998
Sign Bottom,8621,60724,78670
Sign Bottom,8622,36420,78364
Sign Bottom,8623,21469,46828
Sign Top,8624,103461,146146
Sign Top,8625,42702,76089
Sign Top,8626,83337,126658
Sign Top,8627,55202,65268
Sign Bottom,8628,13629,50677
Sign Bottom,8629,51024,80468
Sign Top,8630,45085,69250
Sign Bottom,8631,32965,80028
Sign Bottom,8632,51253,92662
Sign Top,8633,27470,50451
Sign Bottom,8634,51966,89022
Sign Top,8635,80469,101695
Sign Top,8636,28000,73348
Sign Top,8637,96124,121444
Sign Top,8638,2500,27844
Sign Top,8639,114560,142722
Sign Bottom,8640,81384,111873
Sign Top,8641,73436,74879
Sign Bottom,8642,606,10307
Sign Bottom,8643,82352,86747
Sign Top,8644,86656,131948
Sign Bottom,8645,1700,4618
Sign Top,8646,65000,104226
Sign Bottom,8647,76784,83449
Sign Bottom,8648,55775,62628
Sign Top,8649,23190,66766
Sign Top,8650,50,31679
Sign Top,8651,23419,32040
Sign Bottom,8652,23446,59868
Sign Top,8653,109584,130530
Sign Bottom,8654,11693,28585
Sign Top,8655,22481,32127
Sign Bottom,8656,178883,194343
Sign Top,8657,18000,49515
Sign Top,8658,94085,142209
Sign Bottom,8659,81048,100867
Sign Top,8660,34325,75368
Sign Top,8661,62911,111817
Sign Top,8662,91792,94532
Sign Bottom,8663,80972,109669
Sign Top,8664,74721,104124
Sign Bottom,8665,17465,23878
Sign Top,8666,50480,88825
Sign Bottom,8667,69222,99228
Sign Bottom,8668,31147,64020
Sign Top,8669,143617,144767
Sign Bottom,8670,30923,51744
Sign Top,8671,730,8340
Sign Top,8672,62795,106686
Sign Top,8673,936,3175
Sign Bottom,8674,83937,99267
Sign Bottom,8675,46113,69638
Sign Bottom,8676,17900,58589
Sign Top,8677,90109,96086
Sign Bottom,8678,98010,113960
Sign Bottom,8679,111121,137316
Sign Bottom,8680,195680,239078
Sign Top,8681,39074,55313
Sign Top,8682,74997,79624
Sign Top,8683,37787,62698
Sign Bottom,8684,89761,111579
Sign Bottom,8685,77403,85226
Sign Bottom,8686,100110,107127
Sign Top,8687,152,11471
Sign Top,8688,78565,123548
Sign Top,8689,289730,335645
Sign Bottom,8690,78719,91374
Sign Bottom,8691,189323,238008
Sign Bottom,8692,100011,131504
Sign Top,8693,94614,106769
Sign Bottom,8694,7611,36730
Sign Top,8695,21467,40556
Sign Bottom,8696,76560,116761
Sign Bottom,8697,18290,56446
Sign Top,8698,800,26054
Sign Bottom,8699,99004,102874
Sign Top,8700,46019,61718
Sign Top,8701,1042,40613
Sign Bottom,8702,62408,70010
Sign Bottom,8703,165000,184411
Sign Bottom,8704,31104,41170
Sign Bottom,8705,51350,73008
Sign Bottom,8706,237908,263355
Sign Top,8707,41000,73245
Sign Bottom,8708,85179,96811
Sign Top,8709,93587,106371
Sign Bottom,8710,91212,104479
Sign Bottom,8711,117792,141791
Sign Bottom,8712,207283,211215
Sign Top,8713,90034,104260
Sign Bottom,8714,88421,137250
Sign Bottom,8715,57147,106368
Sign Top,8716,84502,125036
Sign Bottom,8717,166691,186960
Sign Top,8718,263,39798
Sign Top,8719,200873,202466
Sign Top,8720,65269,77013
Sign Bottom,8721,78750,93163
Sign Top,8722,104000,130359
Sign Bottom,8723,37500,64574
Sign Bottom,8724,102323,124689
Sign Bottom,8725,72904,114520
Sign Bottom,8726,36162,56694
Sign Bottom,8727,118828,147408
Sign Bottom,8728,237406,272133
Sign Bottom,8729,41285,79071
Sign Top,8730,60040,76218
Sign Top,8731,60998,99993
Sign Bottom,8732,59540,73484
Sign Bottom,8733,40071,78039
Sign Top,8734,132144,133856
Sign Top,8735,54768,58139
Sign Top,8736,21331,57733
Sign Bottom,8737,97554,122169
Sign Bottom,8738,35322,53783
Sign Bottom,8739,138926,184976
Sign Bottom,8740,113629,150262
Sign Bottom,8741,12179,44383
Sign Top,8742,99485,144364
Sign Bottom,8743,18078,47596
Sign Bottom,8744,43082,44970
Sign Top,8745,111172,155957
Sign Bottom,8746,2850,21600
Sign Bottom,8747,32639,62323
Sign Bottom,8748,154616,159964
Sign Top,8749,134277,164102
Sign Top,8750,15000,48319
Sign Top,8751,107372,142716
Sign Top,8752,17200,33790
Sign Top,8753,6238,38957
Sign Top,8754,61101,98950
Sign Bottom,8755,131031,142169
Sign Bottom,8756,120430,158941
Sign Bottom,8757,917,9724
Sign Top,8758,423,6180
Sign Top,8759,64949,109007
Sign Bottom,8760,108549,118831
Sign Top,8761,225746,274888
Sign Bottom,8762,105175,132371
Sign Bottom,8763,5196,16060
Sign Bottom,8764,102701,143189
Sign Top,8765,94005,116503
Sign Top,8766,30812,47941
Sign Top,8767,0,2796
Sign Top,8768,15000,27105
Sign Bottom,8769,112836,154209
Sign Bottom,8770,25448,51060
Sign Bottom,8771,143398,182861
Sign Bottom,8772,119282,154889
Sign Bottom,8773,36713,62671
Sign Bottom,8774,73262,114764
Sign Top,8775,147,8047
Sign Top,8776,58544,69809
Sign Top,8777,74692,101084
Sign Top,8778,68943,71667
Sign Bottom,8779,86679,105800
Sign Top,8780,87000,101474
Sign Bottom,8781,50713,87787
Sign Bottom,8782,37432,38736
Sign Bottom,8783,177185,189429
Sign Bottom,8784,123792,156852
Sign Bottom,8785,139355,159889
Sign Bottom,8786,62561,78013
Sign Top,8787,64481,84748
Sign Bottom,8788,22876,51464
Sign Top,8789,27347,38472
Sign Top,8790,77676,118013
Sign Top,8791,22000,42396
Sign Bottom,8792,55771,63798
Sign Top,8793,37542,60409
Sign Bottom,8794,44000,60509
Sign Bottom,8795,57002,99266
Sign Bottom,8796,20399,49115
Sign Top,8797,29270,35700
Sign Top,8798,45586,82441
Sign Top,8799,38463,87066
Sign Bottom,8800,28247,35058
Sign Bottom,8801,131016,170215
Sign Top,8802,80000,124396
Sign Bottom,8803,6186,31035
Sign Bottom,8804,116894,127200
Sign Top,8805,28949,66966
Sign Top,8806,27500,30866
Sign Bottom,8807,62098,109338
Sign Top,8808,153000,191991
Sign Bottom,8809,95427,134293
Sign Top,8810,38187,60930
Sign Top,8811,8334,46069
Sign Top,8812,58844,60144
Sign Bottom,8813,17000,34414
Sign Top,8814,41000,68542
Sign Top,8815,29130,42951
Sign Bottom,8816,60422,98672
Sign Bottom,8817,40175,53270
Sign Top,8818,7128,38332
Sign Bottom,8819,146346,167511
Sign Bottom,8820,162009,176067
Sign Top,8821,99282,130795
Sign Top,8822,120828,128027
Sign Bottom,8823,83066,96133
Sign Bottom,8824,92415,123053
Sign Bottom,8825,73628,110352
Sign Bottom,8826,93257,122820
Sign Top,8827,0,17308
Sign Bottom,8828,18848,48461
Sign Bottom,8829,27131,39653
Sign Top,8830,61506,76500
Sign Top,8831,17600,29903
Sign Top,8832,118577,138785
Sign Bottom,8833,9950,39151
Sign Top,8834,27539,61591
Sign Top,8835,95000,107140
Sign Top,8836,83000,111469
Sign Bottom,8837,29640,67789
Sign Bottom,8838,46849,83441
Sign Top,8839,51000,69862
Sign Top,8840,33000,36038
Sign Bottom,8841,141286,142280
Sign Top,8842,62451,98903
Sign Top,8843,54684,83923
Sign Bottom,8844,49584,89402
Sign Bottom,8845,17328,57892
Sign Bottom,8846,42464,53892
Sign Bottom,8847,178886,210524
Sign Top,8848,75000,80888
Sign Bottom,8849,29024,30963
Sign Bottom,8850,59132,94163
Sign Top,8851,92688,120738
Sign Top,8852,55000,68765
Sign Top,8853,55560,95302
Sign Top,8854,24146,61155
Sign Top,8855,58328,106681
Sign Top,8856,447,29032
Sign Top,8857,42501,50631
Sign Bottom,8858,123577,136769
Sign Bottom,8859,79784,118579
Sign Top,8860,100295,104715
Sign Top,8861,33000,77965
Sign Bottom,8862,61878,100644
Sign Top,8863,51000,76568
Sign Bottom,8864,60000,77271
Sign Top,8865,98585,130689
Sign Bottom,8866,152691,162753
Sign Bottom,8867,60559,62690
Sign Bottom,8868,41241,47962
Sign Top,8869,135000,161028
Sign Bottom,8870,9268,24194
Sign Bottom,8871,131419,162031
Sign Bottom,8872,110961,126619
Sign Top,8873,10,43691
Sign Bottom,8874,49819,93084
Sign Bottom,8875,535,6838
Sign Top,8876,55000,88628
Sign Top,8877,165545,176717
Sign Bottom,8878,16503,49095
Sign Bottom,8879,105528,118475
Sign Top,8880,35432,84253
Sign Top,8881,38000,54167
Sign Top,8882,54075,94652
Sign Bottom,8883,57632,74147
Sign Top,8884,93339,140897
Sign Bottom,8885,114063,131293
Sign Bottom,8886,105950,136899
Sign Top,8887,55747,76869
Sign Bottom,8888,11132,55450
Sign Bottom,8889,68238,96531
Sign Top,8890,679,47128
Sign Bottom,8891,50467,95764
Sign Bottom,8892,22533,65988
Sign Bottom,8893,93792,139874
Sign Bottom,8894,125472,130894
Sign Bottom,8895,97380,105290
Sign Bottom,8896,35271,58152
Sign Bottom,8897,20122,31188
Sign Bottom,8898,138805,183710
Sign Bottom,8899,7002,49883
Sign Top,8900,55000,68951
Sign Top,8901,40643,62997
Sign Bottom,8902,38273,69274
Sign Top,8903,54000,86995
Sign Top,8904,67210,97408
Sign Top,8905,44,41097
Sign Bottom,8906,161024,199815
Sign Bottom,8907,49777,88097
Sign Top,8908,803,15862
Sign Bottom,8909,97000,126454
Sign Bottom,8910,12176,49189
Sign Bottom,8911,190000,224656
Sign Bottom,8912,131,43547
Sign Top,8913,1211,7774
Sign Top,8914,61832,63149
Sign Top,8915,135968,160295
Sign Bottom,8916,2872,22053
Sign Bottom,8917,69426,76181
Sign Top,8918,34636,65131
Sign Top,8919,76000,94087
Sign Bottom,8920,45136,72726
Sign Top,8921,78000,117900
Sign Bottom,8922,100738,133360
Sign Bottom,8923,118110,129302
Sign Bottom,8924,96199,129466
Sign Top,8925,553,46869
Sign Top,8926,127239,139021
Sign Bottom,8927,118235,165450
Sign Bottom,8928,80900,104618
Sign Bottom,8929,9066,56380
Sign Bottom,8930,51032,79407
Sign Bottom,8931,68452,71843
Sign Top,8932,23914,69244
Sign Bottom,8933,132800,140243
Sign Top,8934,258685,276155
Sign Top,8935,66708,98047
Sign Bottom,8936,78653,97931
Sign Top,8937,5400,46770
Sign Top,8938,109712,156457
Sign Bottom,8939,30397,69292
Sign Bottom,8940,152695,164641
Sign Top,8941,13063,61635
Sign Top,8942,156983,156993
Sign Top,8943,12500,35861
Sign Bottom,8944,71251,98371
Sign Top,8945,3000,21369
Sign Top,8946,99504,147166
Sign Top,8947,31132,47596
Sign Top,8948,91119,96632
Sign Bottom,8949,6474,53684
Sign Top,8950,92702,108405
Sign Bottom,8951,13552,25220
Sign Top,8952,5000,8489
Sign Top,8953,99916,141923
Sign Bottom,8954,18325,30250
Sign Bottom,8955,280454,306109
Sign Top,8956,38263,69014
Sign Bottom,8957,44695,94554
Sign Bottom,8958,118919,163589
Sign Top,8959,63000,110017
Sign Top,8960,13046,25685
Sign Bottom,8961,93849,109762
Sign Top,8962,35456,41630
Sign Bottom,8963,53000,87018
Sign Top,8964,63314,112691
Sign Bottom,8965,55626,102906
Sign Bottom,8966,48760,61448
Sign Top,8967,132300,147568
Sign Top,8968,99186,142351
Sign Bottom,8969,64578,105583
Sign Top,8970,15000,63800
Sign Top,8971,33915,60271
Sign Top,8972,75000,96337
Sign Bottom,8973,252892,258454
Sign Top,8974,192096,241710
Sign Top,8975,33262,48128
Sign Top,8976,31209,60166
Sign Top,8977,1158,47837
Sign Top,8978,6,5566
Sign Bottom,8979,56121,58786
Sign Bottom,8980,69805,116662
Sign Bottom,8981,30898,76970
Sign Top,8982,115167,156589
Sign Top,8983,42449,77483
Sign Top,8984,32811,63103
Sign Bottom,8985,120176,126137
Sign Top,8986,267026,278056
Sign Top,8987,36899,40408
